movieId,title,genres
1173,Jerry Maguire (1996),Drama|Romance
1174,Raising Arizona (1987),Comedy
1175,Tin Men (1987),Comedy|Drama
1176,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi
1177,Bastard Out of Carolina (1996),Drama
1178,In Love and War (1996),Romance|War
1179,Marvin's Room (1996),Drama
1180,Ghosts of Mississippi (1996),Drama
1181,Night Falls on Manhattan (1996),Crime|Drama
1182,Beavis and Butt-Head Do America (1996),Adventure|Animation|Comedy|Crime
1183,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
1184,Scream (1996),Comedy|Horror|Mystery|Thriller
1185,"Last of the Mohicans, The (1992)",Action|Romance|War|Western
1186,Michael (1996),Comedy|Drama|Fantasy|Romance
1187,"Evening Star, The (1996)",Comedy|Drama
1188,Hamlet (1996),Crime|Drama|Romance
1189,Some Mother's Son (1996),Drama
1190,"Whole Wide World, The (1996)",Drama
1191,Mother (1996),Comedy
1192,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
1193,Evita (1996),Drama|Musical
1194,"Portrait of a Lady, The (1996)",Drama
1195,Walkabout (1971),Adventure|Drama
1196,Grateful Dead (1995),Documentary
1197,Murder at 1600 (1997),Crime|Drama|Mystery|Thriller
1198,Hearts and Minds (1996),Drama
1199,Fierce Creatures (1997),Comedy
1200,Zeus and Roxanne (1997),Children
1201,Turbulence (1997),Action|Thriller
1202,Angel Baby (1995),Drama
1203,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996),Action|Adventure|Comedy|Thriller
1204,Underworld (1996),Comedy|Thriller
1205,Beverly Hills Ninja (1997),Action|Comedy
1206,Metro (1997),Action|Comedy|Crime|Drama|Thriller
1207,"Cement Garden, The (1993)",Drama
1208,Dante's Peak (1997),Action|Thriller
1209,Meet Wally Sparks (1997),Comedy
1210,Amos & Andrew (1993),Comedy
1211,Benny & Joon (1993),Comedy|Romance
1212,Prefontaine (1997),Drama
1213,Guantanamera (1994),Comedy
1214,McHale's Navy (1997),Comedy|War
1215,Kolya (Kolja) (1996),Comedy|Drama
1216,Gridlock'd (1997),Crime
1217,Waiting for Guffman (1996),Comedy
1218,Prisoner of the Mountains (Kavkazsky plennik) (1996),War
1219,"Beautician and the Beast, The (1997)",Comedy|Romance
1220,SubUrbia (1997),Comedy|Drama
1221,Hotel de Love (1996),Comedy|Romance
1222,"Pest, The (1997)",Comedy
1223,Fools Rush In (1997),Comedy|Drama|Romance
1224,Touch (1997),Drama|Fantasy|Romance
1225,Absolute Power (1997),Mystery|Thriller
1226,That Darn Cat (1997),Children|Comedy|Mystery
1227,Vegas Vacation (National Lampoon's Las Vegas Vacation) (1997),Comedy
1228,That Old Feeling (1997),Comedy|Romance
1229,Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance
1230,Rosewood (1997),Action|Drama
1231,Donnie Brasco (1997),Crime|Drama
1232,Booty Call (1997),Comedy|Romance
1233,City of Industry (1997),Crime|Thriller
1234,Best Men (1997),Action|Comedy|Crime|Drama
1235,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),Children|Comedy
1236,Kama Sutra: A Tale of Love (1996),Romance
1237,Private Parts (1997),Comedy|Drama
1238,Love Jones (1997),Romance
1239,"Saint, The (1997)",Action|Romance|Sci-Fi|Thriller
1240,Smilla's Sense of Snow (1997),Drama|Thriller
1241,"Van, The (1996)",Comedy|Drama
1242,Crash (1996),Drama|Thriller
1243,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
1244,Liar Liar (1997),Comedy
1245,Selena (1997),Drama|Musical
1246,"Devil's Own, The (1997)",Action|Drama|Thriller
1247,Cats Don't Dance (1997),Animation|Children|Musical
1248,B*A*P*S (1997),Comedy
1249,Love and Other Catastrophes (1996),Romance
1250,Turbo: A Power Rangers Movie (1997),Action|Adventure|Children
1251,Anna Karenina (1997),Drama|Romance
1252,Double Team (1997),Action
1253,Inventing the Abbotts (1997),Drama|Romance
1254,Anaconda (1997),Action|Adventure|Thriller
1255,Grosse Pointe Blank (1997),Comedy|Crime|Romance
1256,Keys to Tulsa (1997),Crime
1257,Kissed (1996),Drama|Romance
1258,8 Heads in a Duffel Bag (1997),Comedy
1259,Hollow Reed (1996),Drama
1260,Paradise Road (1997),Drama|War
1261,Traveller (1997),Drama
1262,All Over Me (1997),Drama
1263,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",Comedy|Romance
1264,Romy and Michele's High School Reunion (1997),Comedy
1265,Temptress Moon (Feng Yue) (1996),Romance
1266,Volcano (1997),Action|Drama|Thriller
1267,Children of the Revolution (1996),Comedy
1268,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1269,Breakdown (1997),Action|Thriller
1270,Broken English (1996),Drama
1271,Commandments (1997),Romance
1272,"Truth or Consequences, N.M. (1997)",Action|Crime|Romance
1273,Warriors of Virtue (1997),Action|Adventure|Children|Fantasy
1274,Fathers' Day (1997),Comedy
1275,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi
1276,Nowhere (1997),Comedy|Drama
1277,"Promise, The (La promesse) (1996)",Drama
1278,"Bonheur, Le (1965)",Drama
1279,Love! Valour! Compassion! (1997),Drama|Romance
1280,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance
1281,"Second Jungle Book: Mowgli & Baloo, The (1997)",Adventure|Children
1282,Twin Town (1997),Comedy|Crime
1283,Addicted to Love (1997),Comedy|Romance
1284,Brassed Off (1996),Comedy|Drama|Romance
1285,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller
1286,Ponette (1996),Drama
1287,Schizopolis (1996),Comedy
1288,Shiloh (1997),Children|Drama
1289,Rough Magic (1995),Drama|Romance
1290,Trial and Error (1997),Comedy|Romance
1291,Buddy (1997),Adventure|Children|Drama
1292,Con Air (1997),Action|Adventure|Thriller
1293,"Pillow Book, The (1996)",Drama|Romance
1294,Speed 2: Cruise Control (1997),Action|Romance|Thriller
1295,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller
1296,Dream With the Fishes (1997),Drama
1297,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance
1298,Head Above Water (1996),Comedy|Thriller
1299,Hercules (1997),Adventure|Animation|Children|Comedy|Musical
1300,My Best Friend's Wedding (1997),Comedy|Romance
1301,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi
1302,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance
1303,"Contempt (Mépris, Le) (1963)",Drama
1304,Face/Off (1997),Action|Crime|Drama|Thriller
1305,Fall (1997),Romance
1306,Gabbeh (1996),Drama
1307,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi
1308,Out to Sea (1997),Comedy
1309,Wild America (1997),Adventure|Children
1310,"Simple Wish, A (1997)",Children|Fantasy
1311,Contact (1997),Drama|Sci-Fi
1312,Love Serenade (1996),Comedy
1313,G.I. Jane (1997),Action|Drama
1314,Conan the Barbarian (1982),Action|Adventure|Fantasy
1315,George of the Jungle (1997),Children|Comedy
1316,Cop Land (1997),Action|Crime|Drama|Thriller
1317,Event Horizon (1997),Horror|Sci-Fi|Thriller
1318,Spawn (1997),Action|Adventure|Sci-Fi|Thriller
1319,Air Bud (1997),Children|Comedy
1320,Picture Perfect (1997),Comedy|Romance
1321,In the Company of Men (1997),Comedy|Drama
1322,Free Willy 3: The Rescue (1997),Adventure|Children|Drama
1323,Career Girls (1997),Drama
1324,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller
1325,Desperate Measures (1998),Crime|Drama|Thriller
1326,Steel (1997),Action
1327,She's So Lovely (1997),Drama|Romance
1328,Hoodlum (1997),Crime|Drama|Film-Noir
1329,Leave It to Beaver (1997),Comedy
1330,Mimic (1997),Horror|Sci-Fi|Thriller
1331,Money Talks (1997),Action|Comedy
1332,Excess Baggage (1997),Adventure|Romance
1333,Kull the Conqueror (1997),Action|Adventure
1334,Air Force One (1997),Action|Thriller
1335,187 (One Eight Seven) (1997),Drama|Thriller
1336,"Hunt for Red October, The (1990)",Action|Adventure|Thriller
1337,My Own Private Idaho (1991),Drama|Romance
1338,"Kiss Me, Guido (1997)",Comedy
1339,Star Maps (1997),Drama
1340,In & Out (1997),Comedy
1341,"Edge, The (1997)",Adventure|Drama
1342,"Peacemaker, The (1997)",Action|Thriller|War
1343,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1344,Seven Years in Tibet (1997),Adventure|Drama|War
1345,Kiss the Girls (1997),Crime|Drama|Mystery|Thriller
1346,Soul Food (1997),Drama
1347,Wishmaster (1997),Horror
1348,"Thousand Acres, A (1997)",Drama
1349,"Game, The (1997)",Drama|Mystery|Thriller
1350,Fire Down Below (1997),Action|Drama|Thriller
1351,U Turn (1997),Crime|Drama|Mystery
1352,"MatchMaker, The (1997)",Comedy|Romance
1353,"Assignment, The (1997)",Action|Thriller
1354,"Smile Like Yours, A (1997)",Comedy|Romance
1355,Ulee's Gold (1997),Drama
1356,"Ice Storm, The (1997)",Drama
1357,Chasing Amy (1997),Comedy|Drama|Romance
1358,How to Be a Player (1997),Comedy
1359,"Full Monty, The (1997)",Comedy|Drama
1360,Indian Summer (a.k.a. Alive & Kicking) (1996),Comedy|Drama
1361,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown) (1997)",Drama|Romance
1362,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller
1363,The Devil's Advocate (1997),Drama|Mystery|Thriller
1364,RocketMan (a.k.a. Rocket Man) (1997),Children|Comedy|Romance|Sci-Fi
1365,Playing God (1997),Crime|Drama|Thriller
1366,"House of Yes, The (1997)",Comedy|Drama
1367,"Fast, Cheap & Out of Control (1997)",Documentary
1368,Washington Square (1997),Drama
1369,Telling Lies in America (1997),Drama
1370,Gattaca (1997),Drama|Sci-Fi|Thriller
1371,FairyTale: A True Story (1997),Children|Drama|Fantasy
1372,Phantoms (1998),Drama|Horror|Thriller
1373,Swept from the Sea (1997),Drama|Romance
1374,Wonderland (1997),Comedy|Documentary
1375,"Life Less Ordinary, A (1997)",Romance|Thriller
1376,Eve's Bayou (1997),Drama
1377,Switchback (1997),Crime|Mystery|Thriller
1378,Gang Related (1997),Crime
1379,Stripes (1981),Comedy|War
1380,Bean (1997),Comedy
1381,Hugo Pool (1997),Romance
1382,Mad City (1997),Action|Drama
1383,One Night Stand (1997),Drama
1384,"Tango Lesson, The (1997)",Romance
1385,Welcome to Sarajevo (1997),Drama|War
1386,Deceiver (1997),Crime|Drama|Thriller
1387,"Rainmaker, The (1997)",Drama
1388,Boogie Nights (1997),Drama
1389,Witness (1985),Drama|Romance|Thriller
1390,Incognito (1997),Crime|Thriller
1391,Starship Troopers (1997),Action|Sci-Fi
1392,Critical Care (1997),Comedy|Drama
1393,"Joy Luck Club, The (1993)",Drama|Romance
1394,Chairman of the Board (1998),Comedy
1395,Sliding Doors (1998),Drama|Romance
1396,Mortal Kombat: Annihilation (1997),Action|Adventure|Fantasy
1397,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1398,"Wings of the Dove, The (1997)",Drama|Romance
1399,Mrs. Dalloway (1997),Drama|Romance
1400,Red Corner (1997),Crime|Thriller
1401,"Jackal, The (1997)",Action|Thriller
1402,Anastasia (1997),Adventure|Animation|Children|Drama|Musical
1403,"Man Who Knew Too Little, The (1997)",Comedy|Crime|Thriller
1404,Alien: Resurrection (1997),Action|Horror|Sci-Fi
1405,Alien Escape (1995),Horror|Sci-Fi
1406,Amistad (1997),Drama|Mystery
1407,"Apostle, The (1997)",Drama
1408,Artemisia (1997),Drama
1409,Bent (1997),Drama|War
1410,"Butcher Boy, The (1997)",Comedy|Drama
1411,Deconstructing Harry (1997),Comedy|Drama
1412,Flubber (1997),Children|Comedy|Fantasy
1413,For Richer or Poorer (1997),Comedy
1414,Good Will Hunting (1997),Drama|Romance
1415,Home Alone 3 (1997),Children|Comedy
1416,Midnight in the Garden of Good and Evil (1997),Crime|Drama|Mystery
1417,Mouse Hunt (1997),Children|Comedy
1418,Scream 2 (1997),Comedy|Horror|Mystery|Thriller
1419,"Sweet Hereafter, The (1997)",Drama
1420,Titanic (1997),Drama|Romance
1421,Tomorrow Never Dies (1997),Action|Adventure|Thriller
1422,"Education of Little Tree, The (1997)",Drama
1423,"Postman, The (1997)",Action|Adventure|Drama|Sci-Fi
1424,"Horse Whisperer, The (1998)",Drama|Romance
1425,"Winter Guest, The (1997)",Drama
1426,Jackie Brown (1997),Crime|Drama|Thriller
1427,Kundun (1997),Drama
1428,Mr. Magoo (1997),Comedy
1429,"Big Lebowski, The (1998)",Comedy|Crime
1430,Afterglow (1997),Drama|Romance
1431,My Life in Pink (Ma vie en rose) (1997),Comedy|Drama
1432,Great Expectations (1998),Drama|Romance
1433,3 Ninjas: High Noon On Mega Mountain (1998),Action|Children|Comedy
1434,Firestorm (1998),Action|Adventure|Thriller
1435,Senseless (1998),Comedy
1436,Wag the Dog (1997),Comedy
1437,Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller
1438,Star Kid (1997),Adventure|Children|Fantasy|Sci-Fi
1439,Hard Rain (1998),Action|Crime|Thriller
1440,Half Baked (1998),Comedy
1441,Fallen (1998),Crime|Drama|Fantasy|Thriller
1442,Shooting Fish (1997),Comedy|Romance
1443,"Prophecy II, The (1998)",Horror
1444,Fallen Angels (Duo luo tian shi) (1995),Drama|Romance
1445,"Four Days in September (O Que É Isso, Companheiro?) (1997)",Drama
1446,Spice World (1997),Comedy
1447,Deep Rising (1998),Action|Horror|Sci-Fi
1448,Music From Another Room (1998),Drama|Romance
1449,"Replacement Killers, The (1998)",Action|Crime|Thriller
1450,B. Monkey (1998),Crime|Romance|Thriller
1451,Night Flier (1997),Horror
1452,Blues Brothers 2000 (1998),Action|Comedy|Musical
1453,Tokyo Fist (Tokyo ken) (1995),Action|Drama
1454,"Wedding Singer, The (1998)",Comedy|Romance
1455,Sphere (1998),Sci-Fi|Thriller
1456,Ayn Rand: A Sense of Life (1997),Documentary
1457,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller
1458,As Good as It Gets (1997),Comedy|Drama|Romance
1459,King of New York (1990),Crime|Thriller
1460,Men with Guns (1997),Action|Drama
1461,Twilight (1998),Crime|Drama|Thriller
1462,U.S. Marshals (1998),Action|Crime|Thriller
1463,Welcome to Woop-Woop (1997),Comedy
1464,Love and Death on Long Island (1997),Comedy|Drama
1465,Everest (1998),Documentary|IMAX
1466,Hush (1998),Thriller
1467,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller
1468,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama
1469,"Newton Boys, The (1998)",Crime|Drama
1470,Wild Things (1998),Crime|Drama|Mystery|Thriller
1471,Paulie (1998),Adventure|Children|Comedy
1472,"Cool, Dry Place, A (1998)",Drama
1473,Fireworks (Hana-bi) (1997),Crime|Drama
1474,Primary Colors (1998),Comedy|Drama
1475,Wide Awake (1998),Children|Comedy|Drama
1476,"Price Above Rubies, A (1998)",Drama
1477,Two Girls and a Guy (1997),Comedy|Drama
1478,"Object of My Affection, The (1998)",Comedy|Romance
1479,Meet the Deedles (1998),Children|Comedy
1480,Homegrown (1998),Comedy|Thriller
1481,The Players Club (1998),Comedy|Drama
1482,Barney's Great Adventure (1998),Adventure|Children
1483,"Big One, The (1997)",Comedy|Documentary
1484,Chinese Box (1997),Drama|Romance
1485,Lost in Space (1998),Action|Adventure|Sci-Fi
1486,Mercury Rising (1998),Action|Drama|Thriller
1487,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller
1488,City of Angels (1998),Drama|Fantasy|Romance
1489,"Last Days of Disco, The (1998)",Comedy|Drama
1490,"Odd Couple II, The (1998)",Comedy
1491,My Giant (1998),Comedy
1492,He Got Game (1998),Drama
1493,"Gingerbread Man, The (1998)",Drama|Thriller
1494,Live Flesh (Carne trémula) (1997),Drama|Romance
1495,Zero Effect (1998),Comedy|Mystery|Thriller
1496,Nil By Mouth (1997),Drama
1497,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy
1498,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",Comedy
1499,Kissing a Fool (1998),Comedy|Romance
1500,Krippendorf's Tribe (1998),Comedy
1501,Kurt & Courtney (1998),Documentary
1502,"Real Blonde, The (1997)",Comedy
1503,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy
1504,Taste of Cherry (Ta'm e guilass) (1997),Drama
1505,Character (Karakter) (1997),Drama
1506,Species II (1998),Horror|Sci-Fi
1507,Major League: Back to the Minors (1998),Comedy
1508,Sour Grapes (1998),Comedy
1509,Wild Man Blues (1997),Documentary
1510,"Big Hit, The (1998)",Action|Comedy|Crime
1511,Tarzan and the Lost City (1998),Action|Adventure
1512,Black Dog (1998),Action|Thriller
1513,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama
1514,"Misérables, Les (1998)",Crime|Drama|Romance|War
1515,Still Breathing (1997),Comedy|Romance
1516,Clockwatchers (1997),Comedy
1517,Deep Impact (1998),Drama|Sci-Fi|Thriller
1518,Woo (1998),Comedy|Romance
1519,"Hanging Garden, The (1997)",Drama|Romance
1520,Lawn Dogs (1997),Drama
1521,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical
1522,Godzilla (1998),Action|Sci-Fi|Thriller
1523,Bulworth (1998),Comedy|Drama|Romance
1524,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1525,"Opposite of Sex, The (1998)",Comedy|Drama|Romance
1526,Almost Heroes (1998),Adventure|Comedy|Western
1527,Hope Floats (1998),Comedy|Drama|Romance
1528,Insomnia (1997),Drama|Mystery|Thriller
1529,"Ugly, The (1997)",Horror|Thriller
1530,"Perfect Murder, A (1998)",Thriller
1531,Beyond Silence (Jenseits der Stille) (1996),Drama
1532,Six Days Seven Nights (1998),Adventure|Comedy|Romance
1533,Can't Hardly Wait (1998),Comedy|Drama|Romance
1534,Cousin Bette (1998),Comedy
1535,High Art (1998),Drama|Romance
1536,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama
1537,Dream for an Insomniac (1996),Drama|Romance
1538,Henry Fool (1997),Comedy|Drama
1539,Mr. Jealousy (1997),Comedy|Romance
1540,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance
1541,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller
1542,I Went Down (1997),Comedy|Crime|Drama
1543,Dr. Dolittle (1998),Comedy
1544,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller
1545,Picnic at Hanging Rock (1975),Drama|Mystery
1546,Smoke Signals (1998),Comedy|Drama
1547,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance
1548,Armageddon (1998),Action|Romance|Sci-Fi|Thriller
1549,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller
1550,Madeline (1998),Children|Comedy
1551,Small Soldiers (1998),Animation|Children|Fantasy|War
1552,Pi (1998),Drama|Sci-Fi|Thriller
1553,Whatever (1998),Drama
1554,There's Something About Mary (1998),Comedy|Romance
1555,Plan 9 from Outer Space (1959),Horror|Sci-Fi
1556,Wings (1927),Action|Drama|Romance|War
1557,"Broadway Melody, The (1929)",Musical
1558,All Quiet on the Western Front (1930),Action|Drama|War
1559,Cimarron (1931),Drama|Western
1560,Grand Hotel (1932),Drama|Romance
1561,Mutiny on the Bounty (1935),Adventure|Drama
1562,"Great Ziegfeld, The (1936)",Drama|Musical
1563,"Life of Emile Zola, The (1937)",Drama
1564,You Can't Take It with You (1938),Comedy|Romance
1565,How Green Was My Valley (1941),Drama|Musical|Romance
1566,Mrs. Miniver (1942),Drama|War
1567,Going My Way (1944),Comedy|Drama|Musical
1568,"Lost Weekend, The (1945)",Drama
1569,"Best Years of Our Lives, The (1946)",Drama|War
1570,Gentleman's Agreement (1947),Drama
1571,Hamlet (1948),Drama
1572,All the King's Men (1949),Drama
1573,"Greatest Show on Earth, The (1952)",Drama
1574,From Here to Eternity (1953),Drama|Romance|War
1575,On the Waterfront (1954),Crime|Drama
1576,Marty (1955),Drama|Romance
1577,West Side Story (1961),Drama|Musical|Romance
1578,Tom Jones (1963),Adventure|Comedy|Romance
1579,"Man for All Seasons, A (1966)",Drama
1580,In the Heat of the Night (1967),Drama|Mystery
1581,Oliver! (1968),Drama|Musical
1582,Midnight Cowboy (1969),Drama
1583,"French Connection, The (1971)",Action|Crime|Thriller
1584,Rocky (1976),Drama
1585,Kramer vs. Kramer (1979),Drama
1586,Ordinary People (1980),Drama
1587,Chariots of Fire (1981),Drama
1588,Terms of Endearment (1983),Comedy|Drama
1589,Out of Africa (1985),Drama|Romance
1590,"Last Emperor, The (1987)",Drama
1591,Rain Man (1988),Drama
1592,Driving Miss Daisy (1989),Drama
1593,Take the Money and Run (1969),Comedy|Crime
1594,Klute (1971),Drama|Mystery
1595,Repo Man (1984),Comedy|Sci-Fi
1596,Metropolitan (1990),Comedy
1597,Labyrinth (1986),Adventure|Fantasy|Musical
1598,"Breakfast Club, The (1985)",Comedy|Drama
1599,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror
1600,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller
1601,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller
1602,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror
1603,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror
1604,Friday the 13th (1980),Horror|Mystery|Thriller
1605,Friday the 13th Part 2 (1981),Horror
1606,Friday the 13th Part 3: 3D (1982),Horror
1607,Friday the 13th Part IV: The Final Chapter (1984),Horror
1608,Friday the 13th Part V: A New Beginning (1985),Horror
1609,Friday the 13th Part VI: Jason Lives (1986),Horror
1610,Friday the 13th Part VII: The New Blood (1988),Horror
1611,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror
1612,Halloween (1978),Horror
1613,Halloween II (1981),Horror
1614,Halloween III: Season of the Witch (1982),Horror
1615,Halloween 4: The Return of Michael Myers (1988),Horror
1616,Halloween 5: The Revenge of Michael Myers (1989),Horror
1617,Prom Night (1980),Horror
1618,Prom Night II (1987),Horror|Thriller
1619,Prom Night III: The Last Kiss (1989),Horror
1620,Prom Night IV: Deliver Us From Evil (1992),Horror
1621,Child's Play (1988),Horror|Thriller
1622,Child's Play 2 (1990),Horror|Thriller
1623,Child's Play 3 (1991),Comedy|Horror|Thriller
1624,Poltergeist (1982),Horror|Thriller
1625,Poltergeist II: The Other Side (1986),Horror|Thriller
1626,Poltergeist III (1988),Horror|Thriller
1627,"Exorcist, The (1973)",Horror|Mystery
1628,Exorcist II: The Heretic (1977),Horror
1629,"Exorcist III, The (1990)",Horror
1630,Lethal Weapon (1987),Action|Comedy|Crime|Drama
1631,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama
1632,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1633,Gremlins (1984),Comedy|Horror
1634,Gremlins 2: The New Batch (1990),Comedy|Horror
1635,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy
1636,"Mask of Zorro, The (1998)",Action|Comedy|Romance
1637,Polish Wedding (1998),Comedy
1638,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller
1639,Metropolis (1927),Drama|Sci-Fi
1640,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1641,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western
1642,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1643,Freaky Friday (1977),Children|Comedy|Fantasy
1644,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy
1645,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western
1646,Babes in Toyland (1961),Children|Fantasy|Musical
1647,Bambi (1942),Animation|Children|Drama
1648,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama
1649,Dangerous Liaisons (1988),Drama|Romance
1650,Dune (1984),Adventure|Sci-Fi
1651,"Last Temptation of Christ, The (1988)",Drama
1652,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1653,"Rapture, The (1991)",Drama|Mystery
1654,Lolita (1997),Drama|Romance
1655,Disturbing Behavior (1998),Horror|Thriller
1656,Jane Austen's Mafia! (1998),Comedy|Crime
1657,Saving Private Ryan (1998),Action|Drama|War
1658,Billy's Hollywood Screen Kiss (1997),Comedy|Romance
1659,"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)",Children|Comedy
1660,"Barefoot Executive, The (1971)",Children|Comedy
1661,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy
1662,"Black Hole, The (1979)",Children|Sci-Fi
1663,Blackbeard's Ghost (1968),Children|Comedy
1664,Blank Check (1994),Children|Comedy
1665,Candleshoe (1977),Adventure|Children|Comedy
1666,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi
1667,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy
1668,Condorman (1981),Action|Adventure|Children|Comedy
1669,D2: The Mighty Ducks (1994),Children|Comedy
1670,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy
1671,"Devil and Max Devlin, The (1981)",Comedy|Fantasy
1672,"Far Off Place, A (1993)",Adventure|Children|Drama|Romance
1673,Flight of the Navigator (1986),Adventure|Children|Sci-Fi
1674,"Gnome-Mobile, The (1967)",Adventure|Children|Fantasy|Musical
1675,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime
1676,"Happiest Millionaire, The (1967)",Comedy|Musical
1677,Herbie Goes Bananas (1980),Adventure|Children|Comedy
1678,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy
1679,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror
1680,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi
1681,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi
1682,Hot Lead and Cold Feet (1978),Action|Comedy|Western
1683,In Search of the Castaways (1962),Adventure|Children
1684,"Incredible Journey, The (1963)",Adventure|Children
1685,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller
1686,"Parent Trap, The (1998)",Children|Comedy|Romance
1687,BASEketball (1998),Comedy
1688,Full Tilt Boogie (1997),Documentary
1689,"Governess, The (1998)",Drama|Romance
1690,Roger & Me (1989),Documentary
1691,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
1692,Out of the Past (1947),Film-Noir
1693,Doctor Zhivago (1965),Drama|Romance|War
1694,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
1695,"Trip to Bountiful, The (1985)",Drama
1696,Tender Mercies (1983),Drama|Romance|Western
1697,And the Band Played On (1993),Drama
1698,"'burbs, The (1989)",Comedy
1699,Fandango (1985),Comedy
1700,"Night Porter, The (Portiere di notte, Il) (1974)",Crime|Drama|Romance
1701,Mephisto (1981),Drama|War
1702,Blue Velvet (1986),Drama|Mystery|Thriller
1703,"Journey of Natty Gann, The (1985)",Adventure|Children
1704,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical
1705,Kidnapped (1960),Adventure|Children|Drama
1706,Lady and the Tramp (1955),Animation|Children|Comedy|Romance
1707,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
1708,"Mighty Ducks, The (1992)",Children|Comedy
1709,"Muppet Christmas Carol, The (1992)",Children|Comedy|Musical
1710,Newsies (1992),Children|Musical
1711,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children
1712,One Magic Christmas (1985),Drama|Fantasy
1713,Peter Pan (1953),Animation|Children|Fantasy|Musical
